id;status;md5;etag;size;content-type;date;title;filename;url;report_fname
2a9f98a2-c8e9-4b5c-bb24-6f724549488c;200;06ad03af992ee4bf81718d3b4027aa57;"""06AD03AF992EE4BF81718D3B4027AA57""";2909283;application/pdf;20110420;Stuxnet Under the Microscope;Stuxnet Under the Microscope.pdf;https://samples.vx-underground.org/APTs/2011/2011.04.20 - Stuxnet Under the Microscope/Paper/Stuxnet Under the Microscope.pdf;20110420_2a9f98a2-c8e9-4b5c-bb24-6f724549488c
7d9f4217-fde3-4022-9fd6-09e200839283;200;1e0a5974d2c844a2a10f5f593c60c0db;"""1E0A5974D2C844A2A10F5F593C60C0DB""";155789;application/pdf;20110802;Operation Shady Rat;Operation Shady Rat.pdf;https://samples.vx-underground.org/APTs/2011/2011.08.02 - Operation Shady Rat/Paper/Operation Shady Rat.pdf;20110802_7d9f4217-fde3-4022-9fd6-09e200839283
438651f6-6bac-4771-883b-39ecca3a9d8c;200;fdee79c549129c8f56cbc0a3e415c03a;"""FDEE79C549129C8F56CBC0A3E415C03A""";160795;application/pdf;20110803;HTran and the Advanced Persistent Threat;HTran.pdf;https://samples.vx-underground.org/APTs/2011/2011.08.03 - HTran and the Advanced Persistent Threat/Paper/HTran.pdf;20110803_438651f6-6bac-4771-883b-39ecca3a9d8c
415f8f7e-f729-4a5e-821c-4847f23cbaf9;200;6ed0d1c0e543c18ee4b491de4f0b5ef4;"""6ED0D1C0E543C18EE4B491DE4F0B5EF4""";4982224;application/pdf;20110804;Operation Shady RAT;Operation Shady RAT.pdf;https://samples.vx-underground.org/APTs/2011/2011.08.04 - Operation Shady RAT/Paper/Operation Shady RAT.pdf;20110804_415f8f7e-f729-4a5e-821c-4847f23cbaf9
3074563e-cb04-49fa-84b1-1be52f2c48e8;200;3650c6a8de8eb1d4626f8d2ff6af1733;"""3650C6A8DE8EB1D4626F8D2FF6AF1733""";150145;application/pdf;20110909;The RSA Hack;The RSA Hack.pdf;https://samples.vx-underground.org/APTs/2011/2011.09.09 - The RSA Hack/Paper/The RSA Hack.pdf;20110909_3074563e-cb04-49fa-84b1-1be52f2c48e8
8ab78406-7c89-4915-8326-d36d383f45c9;200;5d9861a26c9cd5bdcb58921a7b6843d1;"""5D9861A26C9CD5BDCB58921A7B6843D1""";380334;application/pdf;20110911;SK Hack by an Advanced Persistent Threat;SK Hack.pdf;https://samples.vx-underground.org/APTs/2011/2011.09.11 - SK Hack by an Advanced Persistent Threat/Paper/SK Hack.pdf;20110911_8ab78406-7c89-4915-8326-d36d383f45c9
653ef46f-5dbd-40d7-84c4-2d9c3fb9c214;200;dc3354a5db501e0de41c4c45078bfa18;"""DC3354A5DB501E0DE41C4C45078BFA18""";1115524;application/pdf;20110922;The LURID Downloader;The LURID Downloader.pdf;https://samples.vx-underground.org/APTs/2011/2011.09.22 - The LURID Downloader/Paper/The LURID Downloader.pdf;20110922_653ef46f-5dbd-40d7-84c4-2d9c3fb9c214
0e972e46-5f41-4350-bc12-41be2094f761;200;b91043307fb51a1bfbab25cabfe5d0ba;"""B91043307FB51A1BFBAB25CABFE5D0BA""";834146;application/pdf;20111012;1PHP Group;Alleged APT Intrusion Set 1.php Group.pdf;https://samples.vx-underground.org/APTs/2011/2011.10.12 - 1PHP Group/Paper/Alleged APT Intrusion Set 1.php Group.pdf;20111012_0e972e46-5f41-4350-bc12-41be2094f761
697cf3e1-dcc0-4bd3-8b10-6df420c54429;200;a687727a35ed7f79ba88d4e2d8594ea2;"""A687727A35ED7F79BA88D4E2D8594EA2""";69821;application/pdf;20111026;Stuxnet and Duqu - The Evolution of Drivers;Duqu Trojan Questions and Answers.pdf;https://samples.vx-underground.org/APTs/2011/2011.10.26 - Stuxnet and Duqu - The Evolution of Drivers/Paper/Duqu Trojan Questions and Answers.pdf;20111026_697cf3e1-dcc0-4bd3-8b10-6df420c54429
519b06b4-14f3-40a5-9a66-f39c03a67f50;200;03c6956c0eba0c26fc68bd2b1ab6d3e4;"""03C6956C0EBA0C26FC68BD2B1AB6D3E4""";436688;application/pdf;20111026;Stuxnet and Duqu - The Evolution of Drivers;Stuxnet , Duqu - The Evolution of Drivers.pdf;https://samples.vx-underground.org/APTs/2011/2011.10.26 - Stuxnet and Duqu - The Evolution of Drivers/Paper/Stuxnet , Duqu - The Evolution of Drivers.pdf;20111026_519b06b4-14f3-40a5-9a66-f39c03a67f50
fe78e256-3baf-4d62-953d-5be7cbddde95;200;2f49edc00d5fb2ba3ed96c6a43e79b9d;"""2F49EDC00D5FB2BA3ED96C6A43E79B9D""";1451426;application/pdf;20111031;The Nitro Attacks - Stealing Secrets from the Chemical Industry;The Nitro Attacks - Stealing secrets from the Chemical Industry.pdf;https://samples.vx-underground.org/APTs/2011/2011.10.31 - The Nitro Attacks - Stealing Secrets from the Chemical Industry/Paper/The Nitro Attacks - Stealing secrets from the Chemical Industry.pdf;20111031_fe78e256-3baf-4d62-953d-5be7cbddde95
ffdfeff9-ae48-43ed-ab3e-fb1f07658dd5;200;fbed0d952c1a27196600db2fd7d24ca0;"""FBED0D952C1A27196600DB2FD7D24CA0""";3824549;application/pdf;20111115;The many faces of Gh0st Rat;Ghost RAT- Many faces.pdf;https://samples.vx-underground.org/APTs/2011/2011.11.15 - The many faces of Gh0st Rat/Paper/Ghost RAT- Many faces.pdf;20111115_ffdfeff9-ae48-43ed-ab3e-fb1f07658dd5
fd518775-6c12-4a5b-9038-f70b6ca16155;200;4e59cf89f85cd469ef260ebbf45f1acd;"""4E59CF89F85CD469EF260EBBF45F1ACD""";109436;application/pdf;20111208;Palebot trojan harvests Palestinian online credentials;Palebot trojan.pdf;https://samples.vx-underground.org/APTs/2011/2011.12.08 - Palebot trojan harvests Palestinian online credentials/Paper/Palebot trojan.pdf;20111208_fd518775-6c12-4a5b-9038-f70b6ca16155
63e4f838-f4bd-45f6-8529-ab04b8b1b77e;200;ec2be69ac3e6f5dc897479a241f9b3f3;"""EC2BE69AC3E6F5DC897479A241F9B3F3""";3138306;application/pdf;20120103;The HeartBeat APT Campaign;The HeartBeat APT Campaign.pdf;https://samples.vx-underground.org/APTs/2012/2012.01.03 - The HeartBeat APT Campaign/Paper/The HeartBeat APT Campaign.pdf;20120103_63e4f838-f4bd-45f6-8529-ab04b8b1b77e
51c763b9-5571-4d5f-9570-808bf5f13b67;200;c89a6cfa1e6eb16768ede2ce52695f89;"""C89A6CFA1E6EB16768EDE2CE52695F89""";615514;application/pdf;20120203;Command and Control in the Fifth Domain;Command and Control in the Fifth Domain.pdf;https://samples.vx-underground.org/APTs/2012/2012.02.03 - Command and Control in the Fifth Domain/Paper/Command and Control in the Fifth Domain.pdf;20120203_51c763b9-5571-4d5f-9570-808bf5f13b67
376419df-b4cb-4b13-9bd1-c9ae8fdb3ad8;200;0361da2826d10b1f58564f92acf7fc26;"""0361DA2826D10B1F58564F92ACF7FC26""";1097707;application/pdf;20120229;The Sin Digoo Affair;The Sin Digoo Affair.pdf;https://samples.vx-underground.org/APTs/2012/2012.02.29 - The Sin Digoo Affair/Paper/The Sin Digoo Affair.pdf;20120229_376419df-b4cb-4b13-9bd1-c9ae8fdb3ad8
94b1379f-1768-4c83-9c53-60c42295af77;200;cd92076e90c78197c6b6d7bb0036b081;"""CD92076E90C78197C6B6D7BB0036B081""";903893;application/pdf;20120312;Crouching Tiger, Hidden Dragon, Stolen Data;Whitepaper - Crouching Tiger, Hidden Dragon, Stolen Data.pdf;https://samples.vx-underground.org/APTs/2012/2012.03.12 - Crouching Tiger, Hidden Dragon, Stolen Data/Paper/Whitepaper - Crouching Tiger, Hidden Dragon, Stolen Data.pdf;20120312_94b1379f-1768-4c83-9c53-60c42295af77
1aecce5f-de71-4e52-83d9-aaa10bce621e;200;c236d679506dd77a04304e3d202db45f;"""C236D679506DD77A04304E3D202DB45F""";592419;application/pdf;20120313;DarkComet misses by a mile;Crypto -Dark Comet.pdf;https://samples.vx-underground.org/APTs/2012/2012.03.13 - DarkComet misses by a mile/Paper/Crypto -Dark Comet.pdf;20120313_1aecce5f-de71-4e52-83d9-aaa10bce621e
b8db4287-fdc2-4d48-ac1c-ba89c6f9913b;200;608fbae5e137a03e2e985095f1dad96d;"""608FBAE5E137A03E2E985095F1DAD96D""";2115267;application/pdf;20120326;LuckyCat Redux;LuckyCat Redux.pdf;https://samples.vx-underground.org/APTs/2012/2012.03.26 - LuckyCat Redux/Paper/LuckyCat Redux.pdf;20120326_b8db4287-fdc2-4d48-ac1c-ba89c6f9913b
f2f2f7aa-7d06-4332-b408-6aa09b99df01;200;9f4356018d8e52c77bc05886d83e699d;"""9F4356018D8E52C77BC05886D83E699D""";2565716;application/pdf;20120410;Anatomy of Ghost RAT;Anatomy of Ghost RAT.pdf;https://samples.vx-underground.org/APTs/2012/2012.04.10 - Anatomy of Ghost RAT/Paper/Anatomy of Ghost RAT.pdf;20120410_f2f2f7aa-7d06-4332-b408-6aa09b99df01
eaf13aff-ce93-4956-80a5-ac6dfbe068a0;200;cb9c64c92351b8435cc0b8c227c5171e;"""CB9C64C92351B8435CC0B8C227C5171E""";193283;application/pdf;20120416;New Version of OSX.SabPub;OSX SabPub.pdf;https://samples.vx-underground.org/APTs/2012/2012.04.16 - New Version of OSX.SabPub/Paper/OSX SabPub.pdf;20120416_eaf13aff-ce93-4956-80a5-ac6dfbe068a0
fea8b8c9-e14c-474f-9bab-c10b761bc33f;200;fd0e45edb19e5aa7957d5d1548d46f3a;"""FD0E45EDB19E5AA7957D5D1548D46F3A""";4238903;application/pdf;20120518;Analysis of Flamer C2 Server;Flamer C & C Server.pdf;https://samples.vx-underground.org/APTs/2012/2012.05.18 - Analysis of Flamer C2 Server/Paper/Flamer C & C Server.pdf;20120518_fea8b8c9-e14c-474f-9bab-c10b761bc33f
b88151a9-b8df-4f04-a7a1-fe059dd65506;200;f2b28484a34bc2601c4de32d24bb9945;"""F2B28484A34BC2601C4DE32D24BB9945""";3814506;application/pdf;20120522;Ixeshe;Ixeshe.pdf;https://samples.vx-underground.org/APTs/2012/2012.05.22 - Ixeshe/Paper/Ixeshe.pdf;20120522_b88151a9-b8df-4f04-a7a1-fe059dd65506
93cbe7d8-28bd-46ed-9403-c50080268bb3;200;cdd691bf00b74acf724ca9599e556ae8;"""CDD691BF00B74ACF724CA9599E556AE8""";660827;application/pdf;20120531;Skywiper - A complex malware for targeted attacks;Skywiper.pdf;https://samples.vx-underground.org/APTs/2012/2012.05.31 - Skywiper - A complex malware for targeted attacks/Paper/Skywiper.pdf;20120531_93cbe7d8-28bd-46ed-9403-c50080268bb3
ce8346ab-3f3d-499e-82c3-40a447870636;200;8b89e115653ab2f612d039056c62fc78;"""8B89E115653AB2F612D039056C62FC78""";557811;application/pdf;20120710;Recent Observations in Tibet-Related Information Operations;Tibet Lurk.pdf;https://samples.vx-underground.org/APTs/2012/2012.07.10 - Recent Observations in Tibet-Related Information Operations/Paper/Tibet Lurk.pdf;20120710_ce8346ab-3f3d-499e-82c3-40a447870636
13f7f4bf-86dc-4297-9e1c-ca2bc5441c2b;200;f8be3b7d250bedb0161e0303bf27ebda;"""F8BE3B7D250BEDB0161E0303BF27EBDA""";95013;application/pdf;20120711;How the Boy Next Door Accidentally Built a Syrian Spy Tool;Dark Comet.pdf;https://samples.vx-underground.org/APTs/2012/2012.07.11 - How the Boy Next Door Accidentally Built a Syrian Spy Tool/Paper/Dark Comet.pdf;20120711_13f7f4bf-86dc-4297-9e1c-ca2bc5441c2b
b8b603f2-2c5f-4c6d-b11f-2aa82dd29d61;200;633c50e859b325ef0d06c0cae85b2f7d;"""633C50E859B325EF0D06C0CAE85B2F7D""";1350754;application/pdf;20120725;FinFisher’s Spy Kit Exposed;Fin Fisher's Spy Kit.pdf;https://samples.vx-underground.org/APTs/2012/2012.07.25 - FinFisher’s Spy Kit Exposed/Paper/Fin Fisher's Spy Kit.pdf;20120725_b8b603f2-2c5f-4c6d-b11f-2aa82dd29d61
2e1ae2d2-e006-48f4-b0ac-3af44f2d3110;200;add0ad6895094cb3d13a17f578086dd8;"""ADD0AD6895094CB3D13A17F578086DD8""";573293;application/pdf;20120727;The Madi Infostealers;The Madi Infostealers.pdf;https://samples.vx-underground.org/APTs/2012/2012.07.27 - The Madi Infostealers/Paper/The Madi Infostealers.pdf;20120727_2e1ae2d2-e006-48f4-b0ac-3af44f2d3110
1547935d-bfe2-4ead-a505-99d6141f98b0;200;d62a6e941ec0167b0f3e15c72eb634ba;"""D62A6E941EC0167B0F3E15C72EB634BA""";1556206;application/pdf;20120809;Gauss - Abnormal Distribution;Gauss.pdf;https://samples.vx-underground.org/APTs/2012/2012.08.09 - Gauss - Abnormal Distribution/Paper/Gauss.pdf;20120809_1547935d-bfe2-4ead-a505-99d6141f98b0
7a2440aa-424b-4495-9ddc-58d909561cb9;200;2616e67f35145c59084ed54bd6a95dba;"""2616E67F35145C59084ED54BD6A95DBA""";740116;application/pdf;20120818;The Taidoor Campaign;The taidoor campaign.pdf;https://samples.vx-underground.org/APTs/2012/2012.08.18 - The Taidoor Campaign/Paper/The taidoor campaign.pdf;20120818_7a2440aa-424b-4495-9ddc-58d909561cb9
3a4185d2-87a8-47c3-ad14-40c01178efb3;200;8fdf1ce7b1571083aa46e3447e70745c;"""8FDF1CE7B1571083AA46E3447E70745C""";4215961;application/pdf;20120906;The Elderwood Project;The elderwood project.pdf;https://samples.vx-underground.org/APTs/2012/2012.09.06 - The Elderwood Project/Paper/The elderwood project.pdf;20120906_3a4185d2-87a8-47c3-ad14-40c01178efb3
9e61beaa-e6f2-4151-8b9c-a2a7df885c7f;200;7438d28dfdfc070a8a005cd6245b490f;"""7438D28DFDFC070A8A005CD6245B490F""";1191259;application/pdf;20120907;IEXPL0RE RAT;IEXPL0RE RAT.pdf;https://samples.vx-underground.org/APTs/2012/2012.09.07 - IEXPL0RE RAT/Paper/IEXPL0RE RAT.pdf;20120907_9e61beaa-e6f2-4151-8b9c-a2a7df885c7f
3dcd6786-4e75-40fd-81f0-564844edeed8;200;6dc887e3baa19ef2c3c9768855d91728;"""6DC887E3BAA19EF2C3C9768855D91728""";533721;application/pdf;20120912;The VOHO Campaign;The VOHO Campaign.pdf;https://samples.vx-underground.org/APTs/2012/2012.09.12 - The VOHO Campaign/Paper/The VOHO Campaign.pdf;20120912_3dcd6786-4e75-40fd-81f0-564844edeed8
de303289-c5e2-43fe-bef0-678420297a94;200;3bca2db25a6cc131f77fa420a81cca9e;"""3BCA2DB25A6CC131F77FA420A81CCA9E""";304488;application/pdf;20120918;The Mirage Campaign;The Mirage Campaign.pdf;https://samples.vx-underground.org/APTs/2012/2012.09.18 - The Mirage Campaign/Paper/The Mirage Campaign.pdf;20120918_de303289-c5e2-43fe-bef0-678420297a94
125803f2-6a24-46f7-b2b1-86ed40928fc5;200;76110925c20156766c0dcf304aa9f79c;"""76110925C20156766C0DCF304AA9F79C""";562088;application/pdf;20121008;Pest Control - Taming the Rats;Pest Control.pdf;https://samples.vx-underground.org/APTs/2012/2012.10.08 - Pest Control - Taming the Rats/Paper/Pest Control.pdf;20121008_125803f2-6a24-46f7-b2b1-86ed40928fc5
5e145269-15f8-4a62-b2c2-11112657f33c;200;838a920d4e06351a32cb4753c3bec785;"""838A920D4E06351A32CB4753C3BEC785""";2487763;application/pdf;20121027;Trojan.Taidoor;Trojan Taidoor.pdf;https://samples.vx-underground.org/APTs/2012/2012.10.27 - Trojan.Taidoor/Paper/Trojan Taidoor.pdf;20121027_5e145269-15f8-4a62-b2c2-11112657f33c
77bd2039-57f1-498d-af2e-24164afae1e2;200;1b236053a5cf664a8177e38c25312815;"""1B236053A5CF664A8177E38C25312815""";5606209;application/pdf;20121031;Cyber Espionage Against Georgian Government;Cyber Espionage Against Georgian Government.pdf;https://samples.vx-underground.org/APTs/2012/2012.10.31 - Cyber Espionage Against Georgian Government/Paper/Cyber Espionage Against Georgian Government.pdf;20121031_77bd2039-57f1-498d-af2e-24164afae1e2
ee702ff6-5a85-48d4-b2b3-79243653f418;200;e359689948e6734de47324c18fcaf233;"""E359689948E6734DE47324C18FCAF233""";354429;application/pdf;20121101;Recovering from Shamoon;Shamoon.pdf;https://samples.vx-underground.org/APTs/2012/2012.11.01 - Recovering from Shamoon/Paper/Shamoon.pdf;20121101_ee702ff6-5a85-48d4-b2b3-79243653f418
9dd34af5-1a6d-42ad-adbe-48236f3801c2;200;9198f22e1a9580ed1ad5ba30978d966f;"""9198F22E1A9580ED1AD5BA30978D966F""";811768;application/pdf;20121101;Wicked Rose & NCPH Hacking Group;Wicked Rose & NCPH Hacking Group.pdf;https://samples.vx-underground.org/APTs/2012/2012.11.01 - Wicked Rose & NCPH Hacking Group/Paper/Wicked Rose & NCPH Hacking Group.pdf;20121101_9dd34af5-1a6d-42ad-adbe-48236f3801c2
5b001ce4-8829-4a7a-81bc-0b0276ef7282;200;1286a8b9226909f88ea57d9377132390;"""1286A8B9226909F88EA57D9377132390""";2655258;application/pdf;20121103;Cyberattack against Israeli and Palestinian targets;Cyberattack against Israeli and Palestinian targets.pdf;https://samples.vx-underground.org/APTs/2012/2012.11.03 - Cyberattack against Israeli and Palestinian targets/Paper/Cyberattack against Israeli and Palestinian targets.pdf;20121103_5b001ce4-8829-4a7a-81bc-0b0276ef7282
0ad405ac-3272-46c9-94d1-390cf379d094;200;427156bb0a61ed69727ec4aa22c34a7a;"""427156BB0A61ED69727EC4AA22C34A7A""";1145723;application/pdf;20130102;FireEye Supply Chain Analysis;fireeye-malware-supply-chain.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.02 - FireEye Supply Chain Analysis/Paper/fireeye-malware-supply-chain.pdf;20130102_0ad405ac-3272-46c9-94d1-390cf379d094
8e031064-036f-4f6e-8f98-1a81536370de;200;bb8765bdb87adaf941931554279d5366;"""BB8765BDB87ADAF941931554279D5366""";607335;application/pdf;20130114;Kaspersky Red October;Red October Detailed Malware Description 1 First Stage of Attack.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Detailed Malware Description 1 First Stage of Attack.pdf;20130114_8e031064-036f-4f6e-8f98-1a81536370de
26e18e6b-5f7c-415c-b4bd-a2708951b1db;200;3b57d2ab5ecb6feaf2c06c882bd68625;"""3B57D2AB5ECB6FEAF2C06C882BD68625""";502410;application/pdf;20130114;Kaspersky Red October;Red October Detailed Malware Description 2 Second Stage of Attack.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Detailed Malware Description 2 Second Stage of Attack.pdf;20130114_26e18e6b-5f7c-415c-b4bd-a2708951b1db
e8e2e040-a98a-4314-b570-54bd581ff305;200;9ed297757da2973319f91a4f12dd0459;"""9ED297757DA2973319F91A4F12DD0459""";121974;application/pdf;20130114;Kaspersky Red October;Red October Detailed Malware Description 3 Second Stage of Attack.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Detailed Malware Description 3 Second Stage of Attack.pdf;20130114_e8e2e040-a98a-4314-b570-54bd581ff305
298ded4b-b860-495b-85f2-393bd791fb4c;200;5e0f47ace5d12db61e807c1ede7b3cd3;"""5E0F47ACE5D12DB61E807C1EDE7B3CD3""";265284;application/pdf;20130114;Kaspersky Red October;Red October Detailed Malware Description 4 Second Stage of Attack.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Detailed Malware Description 4 Second Stage of Attack.pdf;20130114_298ded4b-b860-495b-85f2-393bd791fb4c
f51e7d7e-8648-49f9-b35f-4b1c39ae6ce7;200;94e9236c63edc11ac50ee1e41a0ebe21;"""94E9236C63EDC11AC50EE1E41A0EBE21""";204495;application/pdf;20130114;Kaspersky Red October;Red October Detailed Malware Description 5 Second Stage of Attack.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Detailed Malware Description 5 Second Stage of Attack.pdf;20130114_f51e7d7e-8648-49f9-b35f-4b1c39ae6ce7
d8fee0f9-1447-4662-83e7-dbb7dc17b4e7;200;b09caaa0ad9da2eb309f76b53cde9881;"""B09CAAA0AD9DA2EB309F76B53CDE9881""";1141279;application/pdf;20130114;Kaspersky Red October;Red October Diplomatic Cyber Attacks Investigation.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/Red October Diplomatic Cyber Attacks Investigation.pdf;20130114_d8fee0f9-1447-4662-83e7-dbb7dc17b4e7
1522d4cb-abdc-4a07-a77a-e012918ef470;200;69cfe3779fdda29a8eeae87543fb50e0;"""69CFE3779FDDA29A8EEAE87543FB50E0""";2663497;application/pdf;20130114;Kaspersky Red October;RedOctober Detail.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/RedOctober Detail.pdf;20130114_1522d4cb-abdc-4a07-a77a-e012918ef470
b056dba1-e467-4be6-883a-a077367a7990;200;678d70ecf595a7b87ad128d04cfc6300;"""678D70ECF595A7B87AD128D04CFC6300""";1557346;application/pdf;20130114;Kaspersky Red October;RedOctober.pdf;https://samples.vx-underground.org/APTs/2013/2013.01.14 - Kaspersky Red October/Paper/RedOctober.pdf;20130114_b056dba1-e467-4be6-883a-a077367a7990
3b42c686-f94a-4448-b0f4-d2360681098e;200;1b5fefc3a0665f57927b03205caa56d2;"""1B5FEFC3A0665F57927B03205CAA56D2""";465400;application/pdf;20130222;Comment Crew;Comment Crew.pdf;https://samples.vx-underground.org/APTs/2013/2013.02.22 - Comment Crew/Paper/Comment Crew.pdf;20130222_3b42c686-f94a-4448-b0f4-d2360681098e
759a150c-d568-4c3d-bc36-b25d9db5827d;200;0f4808d4c623bb32db5a4e0ede2d12dd;"""0F4808D4C623BB32DB5A4E0EDE2D12DD""";4194917;application/pdf;20130226;Stuxnet 0.5;Stuxnet 0.5.pdf;https://samples.vx-underground.org/APTs/2013/2013.02.26 - Stuxnet 0.5/Paper/Stuxnet 0.5.pdf;20130226_759a150c-d568-4c3d-bc36-b25d9db5827d
b7180166-08fa-454b-b00a-cbe0fb6275ce;200;304bb5f1419a2e56f4bcd0d0f3b1312f;"""304BB5F1419A2E56F4BCD0D0F3B1312F""";1298522;application/pdf;20130227;Miniduck Mystery;Miniduck Mystery.pdf;https://samples.vx-underground.org/APTs/2013/2013.02.27 - Miniduck Mystery/Paper/Miniduck Mystery.pdf;20130227_b7180166-08fa-454b-b00a-cbe0fb6275ce
52017fc5-cb09-438b-8178-fe15d72a31e5;200;0b48fab3b9dc935158bff856b99227c1;"""0B48FAB3B9DC935158BFF856B99227C1""";503709;application/pdf;20130227;Miniduke Indicators;Miniduke Indicators.pdf;https://samples.vx-underground.org/APTs/2013/2013.02.27 - Miniduke Indicators/Paper/Miniduke Indicators.pdf;20130227_52017fc5-cb09-438b-8178-fe15d72a31e5
98080014-f8f5-4e16-bc59-a293239e059e;200;50c760a1e96dd786183172bc9a5f4d9a;"""50C760A1E96DD786183172BC9A5F4D9A""";933736;application/pdf;20130313;FinFisher;FinFisher.pdf;https://samples.vx-underground.org/APTs/2013/2013.03.13 - FinFisher/Paper/FinFisher.pdf;20130313_98080014-f8f5-4e16-bc59-a293239e059e
